Gamma,Porosity,Fluvialfacies
65.530113,0.152216,3
70.289993,0.141734,3
70.178223,0.128779,0
69.098213,0.129788,0
78.655937,0.122703,0
90.327896,0.118981,0
87.044189,0.123604,0
80.788071,0.125004,0
84.156372,0.120812,0
89.437492,0.115808,0
94.483253,0.11094,0
99.482239,0.109766,0
96.908569,0.112989,0
92.829842,0.113461,0
95.932388,0.109763,0
100.46219,0.109361,0
96.762695,0.113739,0
91.42765,0.116014,0
92.067848,0.114819,0
93.895615,0.1188,0
83.85257,0.131265,0
71.450233,0.135253,0
76.273163,0.127331,0
84.519569,0.125755,0
78.873055,0.140723,0
70.465347,0.143181,0
77.144424,0.127099,0
86.82196,0.120033,0
88.379646,0.119305,0
88.323532,0.11618,0
94.828896,0.109244,0
102.63833,0.108028,0
97.337105,0.114429,0
89.430176,0.117974,0
90.020416,0.116584,0
92.299454,0.116896,0
89.375763,0.12023,0
85.418053,0.120969,0
87.851288,0.117996,0
91.554703,0.116577,0
90.779922,0.117759,0
89.115105,0.119833,0
86.500191,0.122459,0
83.696449,0.125098,0
81.053749,0.127643,0
78.443069,0.126945,0
82.495667,0.122376,0
87.872581,0.11678,0
94.043259,0.110723,0
100.37169,0.106522,0
102.71186,0.104638,0
104.25937,0.10699,0
97.859283,0.113958,0
89.879639,0.118618,0
88.242645,0.119594,0
87.866234,0.122905,0
81.408539,0.12485,0
73.742195,0.125475,0
78.109856,0.124982,0
84.86924,0.119494,0
91.444595,0.11314,0
97.98336,0.111363,0
95.110756,0.115053,0
90.367668,0.115907,0
93.349174,0.112274,0
97.865929,0.110514,0
96.981064,0.111891,0
95.022652,0.116375,0
87.729401,0.123957,0
79.375854,0.127379,0
80.667961,0.125197,0
83.877113,0.119133,0
93.182381,0.109528,0
103.69923,0.103641,0
105.33057,0.102915,0
105.19592,0.105855,0
99.264442,0.112162,0
92.180847,0.11607,0
91.198021,0.116435,0
91.427704,0.120762,0
82.271065,0.128652,0
71.248924,0.128458,0
81.896179,0.11794,0
96.850174,0.115501,0
87.702713,0.128464,0
73.765144,0.133584,0
77.863998,0.126099,0
85.547546,0.124113,0
81.233719,0.116984,0
74.535439,0.113896,0
82.494415,0.117236,0
93.366486,0.116468,0
89.192947,0.121962,0
82.029137,0.12103,0
91.116402,0.110657,0
103.43354,0.102701,0
107.53516,0.099517,0
110.00398,0.101392,0
103.66695,0.10838,0
95.579781,0.116832,0
86.226982,0.120145,0
76.62265,0.123452,0
74.942703,0.120363,0
74.837723,0.117453,0
81.458069,0.120217,0
89.415054,0.119258,0
87.386398,0.122185,0
83.373123,0.123789,0
84.078011,0.122651,0
85.720627,0.120647,0
88.214813,0.118148,0
90.87825,0.113798,0
97.191055,0.107328,0
104.22915,0.106683,0
98.521729,0.113442,0
90.281166,0.119269,0
86.496742,0.122507,0
83.597969,0.124227,0
82.949745,0.124639,0
82.74881,0.122842,0
86.657402,0.118657,0
91.382767,0.11619,0
91.747932,0.116256,0
91.246513,0.118263,0
87.607185,0.122093,0
83.344208,0.125481,0
80.61367,0.12798,0
78.187714,0.124735,0
87.311272,0.114781,0
98.73027,0.109649,0
97.899933,0.111633,0
94.635056,0.111959,0
97.226334,0.108884,0
100.98151,0.111132,0
92.58799,0.120437,0
81.779945,0.132383,0
74.009583,0.135859,0
66.842957,0.130506,0
77.200958,0.122541,0
91.041939,0.116172,0
92.128647,0.116347,0
90.680481,0.119571,0
85.475418,0.124977,0
79.523697,0.122796,0
89.976791,0.111085,0
103.6903,0.105132,0
102.2612,0.107976,0
97.82254,0.111539,0
94.908508,0.114217,0
92.297493,0.113585,0
96.212402,0.109161,0
101.42434,0.110972,0
92.475235,0.121009,0
80.711662,0.126065,0
82.041916,0.123515,0
85.974533,0.1209,0
87.437035,0.119721,0
88.408615,0.119773,0
87.329224,0.121017,0
85.842209,0.120591,0
88.208107,0.117927,0
91.339775,0.11846,0
87.107933,0.123271,0
81.412621,0.12491,0
83.723053,0.121901,0
87.624611,0.119938,0
87.773476,0.120155,0
87.176491,0.116227,0
95.880554,0.106896,0
106.43317,0.103152,0
103.60565,0.107181,0
98.118874,0.112385,0
92.865257,0.117454,0
87.657967,0.120839,0
85.879929,0.122233,0
84.783447,0.122411,0
85.512253,0.121528,0
86.603836,0.123721,0
80.987679,0.124621,0
74.038383,0.11145,0
76.321404,0.110675,0
80.439331,0.120668,0
87.547173,0.116354,0
95.249245,0.113789,0
92.838661,0.117099,0
88.418221,0.118566,0
89.810539,0.116657,0
92.358131,0.115403,0
92.399117,0.115605,0
91.941933,0.118476,0
86.473831,0.124258,0
80.009827,0.126958,0
80.901497,0.125385,0
83.255096,0.121516,0
88.885033,0.115745,0
95.166138,0.115401,0
89.594582,0.121942,0
81.667351,0.123657,0
86.05619,0.118218,0
92.892815,0.115512,0
91.639557,0.117505,0
88.778465,0.116663,0
93.377274,0.111487,0
99.458725,0.107594,0
101.41278,0.106098,0
102.54653,0.11015,0
93.051239,0.120376,0
81.443459,0.125829,0
81.797768,0.124334,0
84.52951,0.124735,0
80.969284,0.1501,0
76.158554,0.150186,0
89.529472,0.114168,0
106.51395,0.1032,0
103.42488,0.108128,0
96.346237,0.115351,0
88.520035,0.123007,0
80.545258,0.124718,0
84.989731,0.119214,0
91.902496,0.114343,0
95.04097,0.111665,0
97.429314,0.111704,0
94.962975,0.114562,0
91.531784,0.118568,0
86.692963,0.123394,0
81.574379,0.125321,0
76.567635,0.132279,0
71.583115,0.135336,0
77.520073,0.126413,0
85.627655,0.124019,0
81.34903,0.132982,0
